continent	country	year	lifeExp
Americas	Paraguay	1987	67.378
Americas	Paraguay	1992	68.225
Americas	Paraguay	1997	69.4
Americas	Paraguay	2002	70.755
Americas	Paraguay	2007	71.752
Americas	Peru	1952	43.902
Americas	Peru	1957	46.263
Americas	Peru	1962	49.096
Americas	Peru	1967	51.445
Americas	Peru	1972	55.448
Americas	Peru	1977	58.447
Americas	Peru	1982	61.406
Americas	Peru	1987	64.134
Americas	Peru	1992	66.458
Americas	Peru	1997	68.386
Americas	Peru	2002	69.906
Americas	Peru	2007	71.421
Asia	Philippines	1952	47.752
Asia	Philippines	1957	51.334
Asia	Philippines	1962	54.757
Asia	Philippines	1967	56.393
Asia	Philippines	1972	58.065
Asia	Philippines	1977	60.06
Asia	Philippines	1982	62.082
Asia	Philippines	1987	64.151
Asia	Philippines	1992	66.458
Asia	Philippines	1997	68.564
Asia	Philippines	2002	70.303
Asia	Philippines	2007	71.688
Europe	Poland	1952	61.31
Europe	Poland	1957	65.77
Europe	Poland	1958	65.92
Europe	Poland	1959	65.53
Europe	Poland	1960	67.86
Europe	Poland	1961	67.98
Europe	Poland	1962	67.64
Europe	Poland	1963	68.57
Europe	Poland	1964	68.8
Europe	Poland	1965	69.5
Europe	Poland	1966	69.91
Europe	Poland	1967	69.61
Europe	Poland	1968	70.25
Europe	Poland	1969	69.74
Europe	Poland	1970	69.87
Europe	Poland	1971	69.67
Europe	Poland	1972	70.85
Europe	Poland	1973	70.85
Europe	Poland	1974	71.36
Europe	Poland	1975	70.77
Europe	Poland	1976	70.77
Europe	Poland	1977	70.67
Europe	Poland	1978	70.6
Europe	Poland	1979	70.93
Europe	Poland	1980	70.28
Europe	Poland	1981	71.26
Europe	Poland	1982	71.32
Europe	Poland	1983	71.16
Europe	Poland	1984	70.9
Europe	Poland	1985	70.64
Europe	Poland	1986	70.93
Europe	Poland	1987	70.98
Europe	Poland	1988	71.35
Europe	Poland	1989	71.1
Europe	Poland	1990	70.75
Europe	Poland	1991	70.45
Europe	Poland	1992	70.99
Europe	Poland	1993	71.51
Europe	Poland	1994	71.82
Europe	Poland	1995	72.05
Europe	Poland	1996	72.39
Europe	Poland	1997	72.75
Europe	Poland	1998	73.13
Europe	Poland	1999	73.18
Europe	Poland	2000	73.91
Europe	Poland	2001	74.33
Europe	Poland	2002	74.67
Europe	Poland	2003	74.85
Europe	Poland	2004	75.02
Europe	Poland	2005	75.15
Europe	Poland	2006	75.35
Europe	Poland	2007	75.563
Europe	Portugal	1950	58.53
Europe	Portugal	1951	58.72
Europe	Portugal	1952	59.82
Europe	Portugal	1953	61.12
Europe	Portugal	1954	62.26
Europe	Portugal	1955	61.43
Europe	Portugal	1956	61.24
Europe	Portugal	1957	61.51
Europe	Portugal	1958	63.81
Europe	Portugal	1959	62.99
Europe	Portugal	1960	64.25
Europe	Portugal	1961	62.87
Europe	Portugal	1962	64.39
Europe	Portugal	1963	65.02
Europe	Portugal	1964	65.24
Europe	Portugal	1965	66.19
Europe	Portugal	1966	65.7
Europe	Portugal	1967	66.6
Europe	Portugal	1968	66.91
Europe	Portugal	1969	66.52
Europe	Portugal	1970	67.17
Europe	Portugal	1971	66.94
Europe	Portugal	1972	69.26
Europe	Portugal	1973	68.66
Europe	Portugal	1974	69.21
Europe	Portugal	1975	68.93
Europe	Portugal	1976	69.16
Europe	Portugal	1977	70.41
Europe	Portugal	1978	70.87
Europe	Portugal	1979	71.68
Europe	Portugal	1980	71.75
Europe	Portugal	1981	71.94
Europe	Portugal	1982	72.77
Europe	Portugal	1983	72.69
Europe	Portugal	1984	72.98
Europe	Portugal	1985	73.26
Europe	Portugal	1986	73.66
Europe	Portugal	1987	74.06
Europe	Portugal	1988	74.07
Europe	Portugal	1989	74.63
Europe	Portugal	1990	74.25
Europe	Portugal	1991	74.19
Europe	Portugal	1992	74.86
Europe	Portugal	1993	74.77
Europe	Portugal	1994	75.76
Europe	Portugal	1995	75.58
Europe	Portugal	1996	75.53
Europe	Portugal	1997	75.97
Europe	Portugal	1998	76.18
Europe	Portugal	1999	76.35
Europe	Portugal	2000	76.83
Europe	Portugal	2001	77.11
Europe	Portugal	2002	77.29
Europe	Portugal	2003	77.48
Europe	Portugal	2004	78.31
Europe	Portugal	2005	78.18
Europe	Portugal	2006	78.92
Europe	Portugal	2007	78.098
Americas	Puerto Rico	1950	60.85
Americas	Puerto Rico	1952	64.28
Americas	Puerto Rico	1957	68.54
Americas	Puerto Rico	1962	69.62
Americas	Puerto Rico	1967	71.1
Americas	Puerto Rico	1972	72.16
Americas	Puerto Rico	1977	73.44
Americas	Puerto Rico	1982	73.75
Americas	Puerto Rico	1987	74.63
Americas	Puerto Rico	1992	73.911
Americas	Puerto Rico	1997	74.917
Americas	Puerto Rico	2002	77.778
Americas	Puerto Rico	2007	78.746
Asia	Qatar	1952	47.95
Asia	Qatar	1957	50.908
Asia	Qatar	1962	54.854
Asia	Qatar	1967	58.718
Asia	Qatar	1972	62.061
Asia	Qatar	1977	64.956
Asia	Qatar	1982	67.049
Asia	Qatar	1987	68.369
Asia	Qatar	1992	69.937
Asia	Qatar	1997	71.895
Asia	Qatar	2002	74.256
Asia	Qatar	2007	75.588
	Reunion	1952	52.724
	Reunion	1957	55.09
	Reunion	1962	57.666
	Reunion	1967	60.542
	Reunion	1972	64.274
	Reunion	1977	67.064
	Reunion	1982	69.885
	Reunion	1987	71.913
	Reunion	1992	73.615
	Reunion	1997	74.772
	Reunion	2002	75.744
	Reunion	2007	76.442
Europe	Romania	1952	61.05
Europe	Romania	1957	64.1
Europe	Romania	1962	66.8
Europe	Romania	1967	66.8
Europe	Romania	1972	69.21
Europe	Romania	1977	69.46
Europe	Romania	1982	69.66
Europe	Romania	1987	69.53
Europe	Romania	1992	69.36
Europe	Romania	1997	69.72
Europe	Romania	2002	71.322
Europe	Romania	2007	72.476
FSU	Russian Federation	1950	57.3
FSU	Russian Federation	1952	64.484
FSU	Russian Federation	1957	66.848
FSU	Russian Federation	1959	67.65
FSU	Russian Federation	1960	68.67
FSU	Russian Federation	1961	68.92
FSU	Russian Federation	1962	68.58
FSU	Russian Federation	1963	69.05
FSU	Russian Federation	1964	69.85
FSU	Russian Federation	1965	69.44
FSU	Russian Federation	1966	69.51
FSU	Russian Federation	1967	69.3
FSU	Russian Federation	1968	69.26
FSU	Russian Federation	1969	68.74
FSU	Russian Federation	1970	68.86
FSU	Russian Federation	1971	69.12
FSU	Russian Federation	1972	69.02
FSU	Russian Federation	1973	69
FSU	Russian Federation	1974	68.99
FSU	Russian Federation	1975	68.35
FSU	Russian Federation	1976	68.1
FSU	Russian Federation	1977	67.97
FSU	Russian Federation	1978	68.01
FSU	Russian Federation	1979	67.73
FSU	Russian Federation	1980	67.7
FSU	Russian Federation	1981	67.92
FSU	Russian Federation	1982	68.38
FSU	Russian Federation	1983	68.15
FSU	Russian Federation	1984	67.67
FSU	Russian Federation	1985	68.33
FSU	Russian Federation	1986	69.95
FSU	Russian Federation	1987	69.96
FSU	Russian Federation	1988	69.81
FSU	Russian Federation	1989	69.73
FSU	Russian Federation	1990	69.36
FSU	Russian Federation	1991	69.11
FSU	Russian Federation	1992	67.98
FSU	Russian Federation	1993	65.24
FSU	Russian Federation	1994	63.93
FSU	Russian Federation	1995	64.62
FSU	Russian Federation	1996	65.89
FSU	Russian Federation	1997	66.79
FSU	Russian Federation	1998	67.13
FSU	Russian Federation	1999	65.99
FSU	Russian Federation	2000	65.37
FSU	Russian Federation	2001	65.29
FSU	Russian Federation	2002	65.01
FSU	Russian Federation	2003	64.92
FSU	Russian Federation	2004	65.3
FSU	Russian Federation	2005	65.33
FSU	Russian Federation	2006	66.62
FSU	Russian Federation	2007	65.475
Africa	Rwanda	1952	40
Africa	Rwanda	1957	41.5
Africa	Rwanda	1962	43
Africa	Rwanda	1967	44.1
Africa	Rwanda	1972	44.6
Africa	Rwanda	1977	45
Africa	Rwanda	1982	46.218
Africa	Rwanda	1987	44.02
Africa	Rwanda	1992	23.599
Africa	Rwanda	1997	36.087
Africa	Rwanda	2002	43.413
Africa	Rwanda	2007	46.242
	Samoa	1952	45.926
	Samoa	1957	48.497
	Samoa	1962	51.059
	Samoa	1967	53.606
	Samoa	1972	56.143
	Samoa	1977	58.658
	Samoa	1982	61.167
	Samoa	1987	63.659
	Samoa	1992	65.978
	Samoa	1997	68.381
	Samoa	2002	70.033
	Samoa	2007	71.454
	Sao Tome and Principe	1952	46.471
	Sao Tome and Principe	1957	48.945
	Sao Tome and Principe	1962	51.893
	Sao Tome and Principe	1967	54.425
	Sao Tome and Principe	1972	56.48
	Sao Tome and Principe	1977	58.55
	Sao Tome and Principe	1982	60.351
	Sao Tome and Principe	1987	61.728
	Sao Tome and Principe	1992	62.742
	Sao Tome and Principe	1997	63.306
	Sao Tome and Principe	2002	64.337
	Sao Tome and Principe	2007	65.528
Asia	Saudi Arabia	1952	39.875
Asia	Saudi Arabia	1957	42.868
Asia	Saudi Arabia	1962	45.914
Asia	Saudi Arabia	1967	49.901
Asia	Saudi Arabia	1972	53.886
Asia	Saudi Arabia	1977	58.69
Asia	Saudi Arabia	1982	63.012
Asia	Saudi Arabia	1987	66.295
Asia	Saudi Arabia	1992	68.768
Asia	Saudi Arabia	1997	70.533
Asia	Saudi Arabia	2002	71.626
Asia	Saudi Arabia	2007	72.777
Africa	Senegal	1952	37.278
Africa	Senegal	1957	39.329
Africa	Senegal	1962	41.454
Africa	Senegal	1967	43.563
Africa	Senegal	1972	45.815
Africa	Senegal	1977	48.879
Africa	Senegal	1982	52.379
Africa	Senegal	1987	55.769
Africa	Senegal	1992	58.196
Africa	Senegal	1997	60.187
Africa	Senegal	2002	61.6
Africa	Senegal	2007	63.062
Europe	Serbia	1952	57.996
Europe	Serbia	1957	61.685
Europe	Serbia	1962	64.531
Europe	Serbia	1967	66.914
Europe	Serbia	1972	68.7
Europe	Serbia	1977	70.3
Europe	Serbia	1982	70.162
Europe	Serbia	1987	71.218
Europe	Serbia	1992	71.659
Europe	Serbia	1997	72.232
Europe	Serbia	2002	73.213
Europe	Serbia	2007	74.002
Africa	Sierra Leone	1952	30.331
Africa	Sierra Leone	1957	31.57
Africa	Sierra Leone	1962	32.767
Africa	Sierra Leone	1967	34.113
Africa	Sierra Leone	1972	35.4
Africa	Sierra Leone	1977	36.788
Africa	Sierra Leone	1982	38.445
Africa	Sierra Leone	1987	40.006
Africa	Sierra Leone	1992	38.333
Africa	Sierra Leone	1997	39.897
Africa	Sierra Leone	2002	41.012
Africa	Sierra Leone	2007	42.568
Asia	Singapore	1952	60.396
Asia	Singapore	1957	63.179
Asia	Singapore	1962	65.798
Asia	Singapore	1967	67.946
Asia	Singapore	1972	69.521
Asia	Singapore	1977	70.795
Asia	Singapore	1982	71.76
Asia	Singapore	1987	73.56
Asia	Singapore	1992	75.788
Asia	Singapore	1997	77.158
Asia	Singapore	2002	78.77
Asia	Singapore	2007	79.972
Europe	Slovak Republic	1950	60.89
Europe	Slovak Republic	1951	61.31
Europe	Slovak Republic	1952	64.36
Europe	Slovak Republic	1953	65.66
Europe	Slovak Republic	1954	66.71
Europe	Slovak Republic	1955	67.84
Europe	Slovak Republic	1956	68.37
Europe	Slovak Republic	1957	67.45
Europe	Slovak Republic	1958	69.35
Europe	Slovak Republic	1959	69.03
Europe	Slovak Republic	1960	70.35
Europe	Slovak Republic	1961	70.79
Europe	Slovak Republic	1962	70.33
Europe	Slovak Republic	1963	70.71
Europe	Slovak Republic	1964	71.09
Europe	Slovak Republic	1965	70.3
Europe	Slovak Republic	1966	70.44
Europe	Slovak Republic	1967	70.98
Europe	Slovak Republic	1968	70.5
Europe	Slovak Republic	1969	69.81
Europe	Slovak Republic	1970	69.74
Europe	Slovak Republic	1971	69.88
Europe	Slovak Republic	1972	70.35
Europe	Slovak Republic	1973	70.05
Europe	Slovak Republic	1974	70.21
Europe	Slovak Republic	1975	70.33
Europe	Slovak Republic	1976	70.5
Europe	Slovak Republic	1977	70.45
Europe	Slovak Republic	1978	70.46
Europe	Slovak Republic	1979	70.79
Europe	Slovak Republic	1980	70.44
Europe	Slovak Republic	1981	70.68
Europe	Slovak Republic	1982	70.8
Europe	Slovak Republic	1983	70.49
Europe	Slovak Republic	1984	70.73
Europe	Slovak Republic	1985	70.74
Europe	Slovak Republic	1986	70.91
Europe	Slovak Republic	1987	71.08
Europe	Slovak Republic	1988	71.16
Europe	Slovak Republic	1989	70.95
Europe	Slovak Republic	1990	70.83
Europe	Slovak Republic	1991	70.9
Europe	Slovak Republic	1992	71.38
Europe	Slovak Republic	1993	71.9
Europe	Slovak Republic	1994	72.36
Europe	Slovak Republic	1995	72.29
Europe	Slovak Republic	1996	72.78
Europe	Slovak Republic	1997	72.71
Europe	Slovak Republic	1998	72.61
Europe	Slovak Republic	1999	72.98
Europe	Slovak Republic	2000	73.18
Europe	Slovak Republic	2001	73.61
Europe	Slovak Republic	2002	73.8
Europe	Slovak Republic	2003	73.84
Europe	Slovak Republic	2004	74.25
Europe	Slovak Republic	2005	74.19
Europe	Slovak Republic	2006	74.44
Europe	Slovak Republic	2007	74.663
Europe	Slovenia	1952	65.57
Europe	Slovenia	1957	67.85
Europe	Slovenia	1962	69.15
Europe	Slovenia	1967	69.18
Europe	Slovenia	1972	69.82
Europe	Slovenia	1977	70.97
Europe	Slovenia	1982	71.063
Europe	Slovenia	1983	70.88
Europe	Slovenia	1984	71.34
Europe	Slovenia	1985	71.77
Europe	Slovenia	1986	72.32
Europe	Slovenia	1987	72.25
Europe	Slovenia	1988	72.9
Europe	Slovenia	1989	73.35
Europe	Slovenia	1990	73.86
Europe	Slovenia	1991	73.5
Europe	Slovenia	1992	73.64
Europe	Slovenia	1993	73.52
Europe	Slovenia	1994	73.96
Europe	Slovenia	1995	74.67
Europe	Slovenia	1996	75.11
Europe	Slovenia	1997	75.13
Europe	Slovenia	1998	75.26
Europe	Slovenia	1999	75.64
Europe	Slovenia	2000	76.11
Europe	Slovenia	2001	76.38
Europe	Slovenia	2002	76.66
Europe	Slovenia	2003	76.55
Europe	Slovenia	2004	77.28
Europe	Slovenia	2005	77.6
Europe	Slovenia	2006	78.24
Europe	Slovenia	2007	77.926
Oceania	Solomon Islands	1952	45.385
Oceania	Solomon Islands	1957	47.915
Oceania	Solomon Islands	1962	50.43
Oceania	Solomon Islands	1967	52.964
Oceania	Solomon Islands	1972	55.506
Oceania	Solomon Islands	1977	58.005
Oceania	Solomon Islands	1982	58.736
Oceania	Solomon Islands	1987	55.785
Oceania	Solomon Islands	1992	58.27
Oceania	Solomon Islands	1997	60.708
Oceania	Solomon Islands	2002	62.274
Oceania	Solomon Islands	2007	63.57
Africa	Somalia	1952	32.978
Africa	Somalia	1957	34.977
Africa	Somalia	1962	36.981
Africa	Somalia	1967	38.977
Africa	Somalia	1972	40.973
Africa	Somalia	1977	41.974
Africa	Somalia	1982	42.955
Africa	Somalia	1987	44.501
Africa	Somalia	1992	39.658
Africa	Somalia	1997	43.795
Africa	Somalia	2002	45.936
Africa	Somalia	2007	48.159
Africa	South Africa	1952	45.009
Africa	South Africa	1957	47.985
Africa	South Africa	1962	49.951
Africa	South Africa	1967	51.927
Africa	South Africa	1972	53.696
Africa	South Africa	1977	55.527
Africa	South Africa	1982	58.161
Africa	South Africa	1987	60.834
Africa	South Africa	1992	61.888
Africa	South Africa	1997	60.236
Africa	South Africa	2002	53.365
Africa	South Africa	2007	49.339
Europe	Spain	1950	61.87
Europe	Spain	1951	61.52
Europe	Spain	1952	64.94
Europe	Spain	1953	65.81
Europe	Spain	1954	67.01
Europe	Spain	1955	66.78
Europe	Spain	1956	66.82
Europe	Spain	1957	66.66
Europe	Spain	1958	68.85
Europe	Spain	1959	68.77
Europe	Spain	1960	69.27
Europe	Spain	1961	69.66
Europe	Spain	1962	69.69
Europe	Spain	1963	69.85
Europe	Spain	1964	70.58
Europe	Spain	1965	70.99
Europe	Spain	1966	71.25
Europe	Spain	1967	71.44
Europe	Spain	1968	71.73
Europe	Spain	1969	71.26
Europe	Spain	1970	72.24
Europe	Spain	1971	71.85
Europe	Spain	1972	73.06
Europe	Spain	1973	72.84
Europe	Spain	1974	73.22
Europe	Spain	1975	73.55
Europe	Spain	1976	73.87
Europe	Spain	1977	74.39
Europe	Spain	1978	74.58
Europe	Spain	1979	75.12
Europe	Spain	1980	75.6
Europe	Spain	1981	75.74
Europe	Spain	1982	76.3
Europe	Spain	1983	76.08
Europe	Spain	1984	76.46
Europe	Spain	1985	76.42
Europe	Spain	1986	76.67
Europe	Spain	1987	76.9
Europe	Spain	1988	76.91
Europe	Spain	1989	76.98
Europe	Spain	1990	76.99
Europe	Spain	1991	77.12
Europe	Spain	1992	77.57
Europe	Spain	1993	77.7
Europe	Spain	1994	78.05
Europe	Spain	1995	78.12
Europe	Spain	1996	78.26
Europe	Spain	1997	78.77
Europe	Spain	1998	78.85
Europe	Spain	1999	78.86
Europe	Spain	2000	79.34
Europe	Spain	2001	79.69
Europe	Spain	2002	79.78
Europe	Spain	2003	79.72
Europe	Spain	2004	80.28
Europe	Spain	2005	80.28
Europe	Spain	2006	80.94
Europe	Spain	2007	80.941
Asia	Sri Lanka	1950	55.6
Asia	Sri Lanka	1952	57.593
Asia	Sri Lanka	1957	61.456
Asia	Sri Lanka	1962	62.192
Asia	Sri Lanka	1967	64.266
Asia	Sri Lanka	1972	65.042
Asia	Sri Lanka	1977	65.949
Asia	Sri Lanka	1982	68.757
Asia	Sri Lanka	1987	69.011
Asia	Sri Lanka	1992	70.379
Asia	Sri Lanka	1997	70.457
Asia	Sri Lanka	2002	70.815
Asia	Sri Lanka	2007	72.396
	St. Lucia	1952	54.133
	St. Lucia	1957	56.828
	St. Lucia	1962	59.709
	St. Lucia	1967	62.482
	St. Lucia	1972	65.256
	St. Lucia	1977	67.996
	St. Lucia	1982	70.515
	St. Lucia	1987	70.988
	St. Lucia	1992	71.308
	St. Lucia	1997	71.498
	St. Lucia	2002	72.518
	St. Lucia	2007	73.723
	St. Vincent and the Grenadines	1952	51.137
	St. Vincent and the Grenadines	1957	52.243
	St. Vincent and the Grenadines	1962	56.52
	St. Vincent and the Grenadines	1967	59.623
	St. Vincent and the Grenadines	1972	61.628
	St. Vincent and the Grenadines	1977	64.588
	St. Vincent and the Grenadines	1982	66.673
	St. Vincent and the Grenadines	1987	68.475
	St. Vincent and the Grenadines	1992	69.75
	St. Vincent and the Grenadines	1997	70.243
	St. Vincent and the Grenadines	2002	70.631
	St. Vincent and the Grenadines	2007	71.629
Africa	Sudan	1952	38.635
Africa	Sudan	1957	39.624
Africa	Sudan	1962	40.87
Africa	Sudan	1967	42.858
Africa	Sudan	1972	45.083
Africa	Sudan	1977	47.8
Africa	Sudan	1982	50.338
Africa	Sudan	1987	51.744
Africa	Sudan	1992	53.556
Africa	Sudan	1997	55.373
Africa	Sudan	2002	56.369
Africa	Sudan	2007	58.556
Americas	Suriname	1952	56.01
Americas	Suriname	1957	58.7
Americas	Suriname	1962	60.54
Americas	Suriname	1967	62.45
Americas	Suriname	1972	64.04
Americas	Suriname	1977	65.1
Americas	Suriname	1982	67.566
Americas	Suriname	1987	68.242
Americas	Suriname	1992	68.608
Americas	Suriname	1997	68.976
Americas	Suriname	2002	69.126
Americas	Suriname	2007	70.199
Africa	Swaziland	1952	41.407
Africa	Swaziland	1957	43.424
Africa	Swaziland	1962	44.992
Africa	Swaziland	1967	46.633
Africa	Swaziland	1972	49.552
Africa	Swaziland	1977	52.537
Africa	Swaziland	1982	55.561
Africa	Swaziland	1987	57.678
Africa	Swaziland	1992	58.474
Africa	Swaziland	1997	54.289
Africa	Swaziland	2002	43.869
Africa	Swaziland	2007	39.613
Europe	Sweden	1950	71.14
Europe	Sweden	1951	71.37
Europe	Sweden	1952	71.86
Europe	Sweden	1953	71.9
Europe	Sweden	1954	72.36
Europe	Sweden	1955	72.6
Europe	Sweden	1956	72.66
Europe	Sweden	1957	72.49
Europe	Sweden	1958	73.14
Europe	Sweden	1959	73.37
Europe	Sweden	1960	73.04
Europe	Sweden	1961	73.5
Europe	Sweden	1962	73.37
Europe	Sweden	1963	73.56
Europe	Sweden	1964	73.73
Europe	Sweden	1965	73.88
Europe	Sweden	1966	74.13
Europe	Sweden	1967	74.16
Europe	Sweden	1968	74.03
Europe	Sweden	1969	74.15
Europe	Sweden	1970	74.7
Europe	Sweden	1971	74.62
Europe	Sweden	1972	74.72
Europe	Sweden	1973	74.88
Europe	Sweden	1974	74.99
Europe	Sweden	1975	75
Europe	Sweden	1976	75.01
Europe	Sweden	1977	75.44
Europe	Sweden	1978	75.53
Europe	Sweden	1979	75.57
Europe	Sweden	1980	75.8
Europe	Sweden	1981	76.1
Europe	Sweden	1982	76.42
Europe	Sweden	1983	76.66
Europe	Sweden	1984	76.92
Europe	Sweden	1985	76.78
Europe	Sweden	1986	77.04
Europe	Sweden	1987	77.19
Europe	Sweden	1988	77.08
Europe	Sweden	1989	77.74
Europe	Sweden	1990	77.67
Europe	Sweden	1991	77.81
Europe	Sweden	1992	78.16
Europe	Sweden	1993	78.24
Europe	Sweden	1994	78.86
Europe	Sweden	1995	78.94
Europe	Sweden	1996	79.15
Europe	Sweden	1997	79.39
Europe	Sweden	1998	79.53
Europe	Sweden	1999	79.61
Europe	Sweden	2000	79.84
Europe	Sweden	2001	79.93
Europe	Sweden	2002	80.04
Europe	Sweden	2003	80.33
Europe	Sweden	2004	80.67
Europe	Sweden	2005	80.75
Europe	Sweden	2006	80.95
Europe	Sweden	2007	80.884
Europe	Switzerland	1950	68.94
Europe	Switzerland	1951	68.71
Europe	Switzerland	1952	69.62
Europe	Switzerland	1953	69.53
Europe	Switzerland	1954	70
Europe	Switzerland	1955	70.08
Europe	Switzerland	1956	70.21
Europe	Switzerland	1957	70.56
Europe	Switzerland	1958	71.3
Europe	Switzerland	1959	71.46
Europe	Switzerland	1960	71.44
Europe	Switzerland	1961	71.76
Europe	Switzerland	1962	71.32
Europe	Switzerland	1963	71.31
Europe	Switzerland	1964	72.2
Europe	Switzerland	1965	72.33
Europe	Switzerland	1966	72.47
Europe	Switzerland	1967	72.77
Europe	Switzerland	1968	72.72
Europe	Switzerland	1969	72.73
Europe	Switzerland	1970	73.14
Europe	Switzerland	1971	73.26
Europe	Switzerland	1972	73.78
Europe	Switzerland	1973	74.08
Europe	Switzerland	1974	74.43
Europe	Switzerland	1975	74.82
Europe	Switzerland	1976	74.94
Europe	Switzerland	1977	75.39
Europe	Switzerland	1978	75.34
Europe	Switzerland	1979	75.64
Europe	Switzerland	1980	75.64
Europe	Switzerland	1981	75.87
Europe	Switzerland	1982	76.21
Europe	Switzerland	1983	76.22
Europe	Switzerland	1984	76.82
Europe	Switzerland	1985	76.94
Europe	Switzerland	1986	77.11
Europe	Switzerland	1987	77.41
Europe	Switzerland	1988	77.43
Europe	Switzerland	1989	77.63
Europe	Switzerland	1990	77.44
Europe	Switzerland	1991	77.72
Europe	Switzerland	1992	78.03
Europe	Switzerland	1993	78.32
Europe	Switzerland	1994	78.61
Europe	Switzerland	1995	78.68
Europe	Switzerland	1996	79.17
Europe	Switzerland	1997	79.37
Europe	Switzerland	1998	79.62
Europe	Switzerland	1999	79.88
Europe	Switzerland	2000	79.99
Europe	Switzerland	2001	80.41
Europe	Switzerland	2002	80.62
Europe	Switzerland	2003	80.72
Europe	Switzerland	2004	81.28
Europe	Switzerland	2005	81.44
Europe	Switzerland	2006	81.74
Europe	Switzerland	2007	81.701
Asia	Syrian Arab Republic	1952	45.883
Asia	Syrian Arab Republic	1957	48.284
Asia	Syrian Arab Republic	1962	50.305
Asia	Syrian Arab Republic	1967	53.655
Asia	Syrian Arab Republic	1972	57.296
Asia	Syrian Arab Republic	1977	61.195
Asia	Syrian Arab Republic	1982	64.59
Asia	Syrian Arab Republic	1987	66.974
Asia	Syrian Arab Republic	1992	69.249
Asia	Syrian Arab Republic	1997	71.527
Asia	Syrian Arab Republic	2002	73.053
Asia	Syrian Arab Republic	2007	74.143
Asia	Taiwan	1950	54.6
Asia	Taiwan	1951	55.1
Asia	Taiwan	1952	58.5
Asia	Taiwan	1953	60.3
Asia	Taiwan	1954	62
Asia	Taiwan	1955	62.4
Asia	Taiwan	1956	62.5
Asia	Taiwan	1957	62.4
Asia	Taiwan	1958	64.2
Asia	Taiwan	1959	64.2
Asia	Taiwan	1960	64.4
Asia	Taiwan	1961	64.9
Asia	Taiwan	1962	65.2
Asia	Taiwan	1963	66
Asia	Taiwan	1964	66.7
Asia	Taiwan	1965	67.4
Asia	Taiwan	1966	67.4
Asia	Taiwan	1967	67.5
Asia	Taiwan	1968	67.6
Asia	Taiwan	1969	68.6
Asia	Taiwan	1970	68.69
Asia	Taiwan	1971	69.1
Asia	Taiwan	1972	69.39
Asia	Taiwan	1973	69.45
Asia	Taiwan	1974	69.81
Asia	Taiwan	1975	70.07
Asia	Taiwan	1976	70.43
Asia	Taiwan	1977	70.59
Asia	Taiwan	1978	71.16
Asia	Taiwan	1979	71.31
Asia	Taiwan	1980	71.54
Asia	Taiwan	1981	71.65
Asia	Taiwan	1982	72.16
Asia	Taiwan	1983	72.15
Asia	Taiwan	1984	72.81
Asia	Taiwan	1985	72.99
Asia	Taiwan	1986	73.12
Asia	Taiwan	1987	73.4
Asia	Taiwan	1988	73.21
Asia	Taiwan	1989	73.52
Asia	Taiwan	1990	73.8
Asia	Taiwan	1991	74.28
Asia	Taiwan	1992	74.26
Asia	Taiwan	1993	74.55
Asia	Taiwan	1994	74.72
Asia	Taiwan	1995	74.54
Asia	Taiwan	1996	74.72
Asia	Taiwan	1997	75.25
Asia	Taiwan	1998	75.45
Asia	Taiwan	1999	75.55
Asia	Taiwan	2000	76.11
Asia	Taiwan	2001	76.5
Asia	Taiwan	2002	76.99
Asia	Taiwan	2003	77.19
Asia	Taiwan	2004	77.3
Asia	Taiwan	2005	77.29
Asia	Taiwan	2006	78.1
Asia	Taiwan	2007	78.4
Asia	Tajikistan	1952	53.144
Asia	Tajikistan	1957	55.201
Asia	Tajikistan	1962	57.247
Asia	Tajikistan	1967	59.296
Asia	Tajikistan	1972	60.858
Asia	Tajikistan	1977	61.889
Asia	Tajikistan	1982	62.785
Asia	Tajikistan	1987	63.612
Asia	Tajikistan	1992	63.372
Asia	Tajikistan	1997	64.26
Asia	Tajikistan	2002	65.884
Asia	Tajikistan	2007	66.67
Africa	Tanzania	1952	41.215
Africa	Tanzania	1957	42.974
Africa	Tanzania	1962	44.246
Africa	Tanzania	1967	45.757
Africa	Tanzania	1972	47.62
Africa	Tanzania	1977	49.919
Africa	Tanzania	1982	50.608
Africa	Tanzania	1987	51.535
Africa	Tanzania	1992	50.44
Africa	Tanzania	1997	48.466
Africa	Tanzania	2002	49.651
Africa	Tanzania	2007	52.517
Asia	Thailand	1950	45.2
Asia	Thailand	1952	50.848
Asia	Thailand	1957	53.63
Asia	Thailand	1962	56.061
Asia	Thailand	1967	58.285
Asia	Thailand	1972	60.405
Asia	Thailand	1977	62.494
Asia	Thailand	1982	64.597
Asia	Thailand	1987	66.084
Asia	Thailand	1992	67.298
Asia	Thailand	1997	67.521
Asia	Thailand	2002	68.564
Asia	Thailand	2007	70.616
Asia	Timor-Leste	1952	29.978
Asia	Timor-Leste	1957	32.49
Asia	Timor-Leste	1962	34.986
Asia	Timor-Leste	1967	37.495
Asia	Timor-Leste	1972	39.958
Asia	Timor-Leste	1977	31.19
Asia	Timor-Leste	1982	39.917
Asia	Timor-Leste	1987	43.426
Asia	Timor-Leste	1992	49.156
Asia	Timor-Leste	1997	54.379
Asia	Timor-Leste	2002	58.274
Asia	Timor-Leste	2007	60.839
Africa	Togo	1952	38.596
Africa	Togo	1957	41.208
Africa	Togo	1962	43.922
