spell,event,censor2,censor3,censor4,ui,reprate,logwage,tenure,disrate,slack,abolpos,explose,stateur,houshead,married,female,child,ychild,nonwhite,age,schlt12,schgt12,smsa,bluecoll,mining,constr,transp,trade,fire,services,pubadmin,year85,year87,year89,midatl,encen,wncen,southatl,escen,wscen,mountain,pacific
3,1,0,0,0,1,0.5,4.95583,4,0.033,0,0,0,5.3,0,1,1,0,0,0,61,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4,1,0,0,0,0,0.5,5.80513,1,0.014,0,0,0,5.3,1,1,0,1,0,0,43,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13,1,0,0,0,0,0.5,5.02388,0,0.031,0,0,0,5.3,0,1,1,1,0,0,40,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3,0,0,0,1,1,0.5,5.02388,6,0.031,0,0,1,5.3,1,1,0,0,0,0,48,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,0,0,1,0,1,0.292,6.34212,2,0.008,0,1,1,5.3,1,1,0,0,0,0,50,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5,0,0,1,0,0,0.292,6.34212,1,0.008,0,0,0,5.3,1,1,0,1,0,0,41,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,1,0,0,0,0,0.479,5.84644,2,0.014,0,1,0,5.3,1,1,0,1,1,0,34,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.365,6.1203,4,0.01,0,0,1,5.3,1,1,0,0,0,0,34,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3,1,0,0,0,1,0.438,5.93754,5,0.013,0,0,0,5.3,0,1,1,1,0,0,43,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3,1,0,0,0,0,0.461,5.8861,1,0.013,0,1,0,5.3,0,1,1,1,0,0,37,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.5,5.44674,0,0.02,1,0,0,5.3,1,0,0,1,0,1,32,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,0,0,0,1,0,0.5,5.24175,0,0.025,1,0,0,5.3,0,0,0,0,0,0,23,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,0,0,0,1,0,0.5,5.1358,0,0.028,1,0,1,5.3,0,0,0,0,0,0,32,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
10,0,0,0,1,1,0.5,4.89035,5,0.036,0,0,0,5.3,1,0,0,0,0,1,56,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,0,0,1,0,0,0.5,5.1358,1,0.028,0,0,0,5.3,0,1,1,1,1,0,35,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,0,0,1,0,0,0.5,3.78419,0,0.109,0,0,1,5.3,1,0,0,0,0,0,33,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3,0,0,0,1,0,0.5,4.7362,1,0.042,0,0,1,5.3,1,0,1,1,1,1,30,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.417,5.98645,13,0.012,0,0,1,5.3,0,1,1,0,0,0,46,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5,1,0,0,0,0,0.088,7.54592,28,0.003,0,0,0,5.3,1,0,0,0,0,0,51,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,1,0,0,0,1,0.5,5.71373,1,0.016,0,0,1,5.3,0,0,1,0,0,0,23,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,0,1,0,0,0,0.5,5.64897,4,0.017,1,0,1,5.3,0,0,1,0,0,0,50,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,1,0,0,0,1,0.389,6.05444,6,0.011,0,0,0,5.3,0,0,0,0,0,0,32,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,0,0,0,0.5,5.24175,0,0.025,0,0,1,5.3,0,1,1,1,0,0,37,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
7,0,0,0,1,1,0.5,5.24175,4,0.025,0,0,1,5.3,0,1,1,0,0,0,48,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,0,0,1,0,1,0.5,5.64897,2,0.017,0,0,0,5.3,1,1,0,1,1,0,29,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.233,6.56527,3,0.007,0,1,0,5.3,1,1,0,1,1,0,25,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,1,0,0,0,1,0.269,6.42325,2,0.008,0,0,0,5.3,0,1,1,1,1,0,30,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.318,6.25575,1,0.009,0,0,1,5.3,1,0,1,0,0,0,31,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2,0,0,1,0,0,0.5,5.02388,6,0.031,0,0,0,5.3,1,0,1,1,1,1,38,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5,1,0,0,0,1,0.5,5.24175,5,0.025,0,1,0,5.3,1,0,0,0,0,0,48,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12,0,0,0,1,1,0.5,5.11199,2,0.029,0,0,0,5.3,0,0,0,0,0,0,37,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4,0,0,0,1,0,0.5,5.24175,0,0.025,1,0,1,5.3,1,1,0,1,0,0,45,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
14,1,0,0,0,0,0.38,6.07764,10,0.011,0,0,1,5.3,1,0,0,0,0,0,32,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3,0,0,0,1,0,0.5,5.02388,0,0.031,1,0,1,5.3,0,0,1,0,0,1,21,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,1,0,0.5,5.46806,1,0.02,0,0,0,5.3,0,0,0,0,0,0,24,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11,1,0,0,0,1,0.5,5.42495,1,0.021,1,0,1,5.3,1,1,0,1,1,0,22,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18,1,0,0,0,1,0.5,5.56068,2,0.018,0,0,1,5.3,0,0,0,0,0,0,29,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,1,0,0,0,0,0.5,5.02388,1,0.031,0,1,0,5.3,0,0,0,0,0,0,21,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.438,5.93754,1,0.013,1,0,1,5.3,0,1,1,0,0,0,53,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5,0,0,1,0,1,0.5,5.71373,0,0.016,1,0,0,5.3,1,0,0,0,0,0,29,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2,0,0,1,0,0,0.5,5.46806,2,0.02,0,0,0,5.3,1,1,0,0,0,0,27,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11,1,0,0,0,0,0.35,6.16121,1,0.01,0,0,1,5.3,0,1,1,0,0,0,54,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2,1,0,0,0,0,0.5,5.56068,0,0.018,1,0,1,5.3,1,1,0,1,1,0,30,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.35,6.16121,0,0.01,0,0,0,5.3,1,0,0,0,0,0,41,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,0,0,0,0.5,5.80513,1,0.014,0,0,0,5.3,1,0,0,0,0,0,23,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,1,0,0,0.5,5.46806,0,0.02,1,0,0,5.3,0,0,0,0,0,0,23,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
7,0,0,1,0,1,0.438,5.93754,7,0.013,0,0,1,5.3,0,0,0,0,0,0,55,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5,1,0,0,0,0,0.219,6.63068,4,0.006,0,0,1,5.3,1,0,0,0,0,0,35,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,0,0,1,0,0,0.5,5.36129,0,0.022,0,0,1,5.3,1,1,0,1,0,1,48,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,0,0,1,0,0,0.5,4.18965,0,0.071,0,0,1,5.3,0,0,1,0,0,0,34,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,0,0,1,0.5,5.46806,4,0.02,0,1,0,5.3,1,0,1,0,0,0,57,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2,1,0,0,0,0,0.5,5.57973,0,0.018,1,0,0,5.3,1,1,0,0,0,0,55,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4,1,0,0,0,1,0.5,5.3845,6,0.022,1,0,1,5.3,0,0,0,0,0,0,28,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.5,5.56068,2,0.018,0,0,1,5.3,1,0,1,1,1,0,32,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,0,0,1,0,0,0.5,5.24175,2,0.025,0,0,0,5.3,1,0,0,0,0,0,56,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,0,0,0,1,1,0.57,5.93754,0,0.114,1,0,1,4,1,1,0,0,0,0,39,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2,0,0,0,1,0,0.6,4.33073,0,0.12,0,0,0,4,0,1,1,1,0,0,44,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2,1,0,0,0,1,0.6,5.73334,27,0.12,1,0,0,4,1,0,0,0,0,0,48,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0.216,6.90975,11,0.043,0,0,1,4,1,0,1,0,0,0,47,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
16,0,0,1,0,1,0.6,5.57973,10,0.12,0,0,0,4,1,0,1,0,0,1,52,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,0,0,0,1,0,0.264,6.70808,3,0.053,0,0,1,4,1,1,0,0,0,0,52,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,1,0,1,0.424,6.23441,12,0.085,0,1,0,4,1,1,0,0,0,0,53,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5,1,0,0,0,1,0.6,5.71373,1,0.12,0,0,1,4,0,0,0,0,0,0,25,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
13,0,0,0,1,1,0.6,5.7301,14,0.12,0,0,1,4,1,1,0,0,0,0,52,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2,1,0,0,0,1,0.57,5.93754,0,0.114,1,0,0,4,1,1,0,1,0,0,35,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0.6,5.54518,6,0.12,0,0,1,4,0,1,1,1,0,0,43,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2,0,0,1,0,0,0.6,5.80513,2,0.12,0,0,1,4,1,1,0,1,0,0,34,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3,1,0,0,0,0,0.6,5.46806,2,0.12,0,1,0,4,1,1,0,1,0,0,43,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3,1,0,0,0,0,0.57,5.93754,0,0.114,1,0,0,4,1,1,0,1,0,0,42,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2,1,0,0,0,1,0.6,5.56068,4,0.12,0,0,1,4,0,0,1,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,1,0,0,0.6,5.46806,2,0.12,0,0,1,4,1,0,0,0,0,1,25,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11,0,0,0,1,0,0.6,4.95583,0,0.12,1,0,0,4,0,0,1,0,0,1,22,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
3,0,0,1,0,0,0.6,5.80513,7,0.12,0,0,1,4,1,0,0,0,0,0,39,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5,1,0,0,0,1,0.6,5.57973,7,0.12,0,1,0,4,0,1,1,0,0,0,60,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4,0,0,0,1,1,0.438,6.20051,31,0.088,0,0,1,4,1,1,0,0,0,1,50,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4,1,0,0,0,1,0.456,6.16121,1,0.091,0,0,0,4,0,1,1,1,0,0,34,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,1,0.495,6.07993,0,0.099,0,0,1,4,0,1,0,0,0,1,32,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
5,1,0,0,0,0,0.282,6.63988,2,0.056,0,1,0,4,1,1,0,1,0,0,40,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3,0,0,1,0,0,0.6,5.64897,0,0.12,1,0,0,4,0,1,1,0,0,0,32,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0.152,7.25912,0,0.03,0,1,0,4,1,1,0,1,1,0,31,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0.5,5.24175,4,0.138,0,0,1,4.5,1,0,0,0,0,0,23,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.283,6.42325,24,0.042,0,0,1,4.5,1,1,0,1,0,0,46,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4,0,0,0,1,1,0.433,5.99894,0,0.065,1,0,0,4.5,1,0,0,0,0,0,43,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5,0,0,0,1,1,0.5,5.24175,0,0.138,1,0,0,4.5,0,0,0,0,0,0,52,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,0,0,0,1,0,0.5,5.1358,2,0.153,0,0,0,4.5,0,1,1,1,0,0,36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5,0,0,0,1,1,0.434,5.99645,0,0.065,1,0,1,4.5,1,0,0,0,0,0,31,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,1,0,0,0,1,0.5,5.17615,2,0.148,0,1,0,4.5,0,0,1,0,0,0,30,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
16,0,0,0,1,0,0.5,5.83188,0,0.077,0,1,0,4.5,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5,0,0,0,1,1,0.433,5.99894,11,0.065,0,0,1,4.5,1,1,0,0,0,0,55,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,1,0,0,0.5,5.71373,4,0.086,1,0,1,4.5,0,1,0,0,0,0,24,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5,0,0,0,1,0,0.5,5.46806,4,0.11,1,0,1,4.5,0,0,0,1,0,1,26,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,1,0,0,0,0,0.5,5.80513,1,0.079,1,0,0,4.5,1,0,0,0,0,0,22,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,1,0,0,0,0,0.5,5.19296,0,0.145,1,0,1,4.5,1,1,0,1,1,0,20,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.418,6.03309,30,0.063,0,1,1,4.5,1,1,0,0,0,0,54,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
15,1,0,0,0,0,0.5,5.84644,3,0.076,0,0,1,4.5,1,1,0,1,0,0,45,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,0.46,5.93754,4,0.069,0,1,1,4.5,1,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
9,1,0,0,0,1,0.368,6.16121,9,0.055,1,0,0,4.5,0,1,1,0,0,0,46,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3,0,0,0,1,1,0.5,4.84419,0,0.206,1,0,0,4.5,0,0,1,0,0,0,46,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,1,0,0,0.5,5.40268,0,0.118,0,0,1,4.5,1,0,1,1,1,0,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.5,5.64897,0,0.092,0,1,0,4.5,1,1,0,1,0,0,28,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.5,5.57973,3,0.099,1,0,1,4.5,1,0,1,0,0,0,34,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,1,0,0,0,0,0.5,5.09987,0,0.16,1,0,1,4.5,1,1,0,1,1,0,33,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4,0,0,1,0,1,0.5,5.80513,3,0.079,1,0,0,4.5,0,0,0,0,0,0,31,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3,1,0,0,0,0,0.5,5.1299,1,0.155,1,0,1,4.5,0,1,1,1,0,0,25,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3,0,0,0,1,1,0.5,5.3033,15,0.13,0,0,1,4.5,1,0,1,0,0,1,44,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,0,0,0,1,1,0.5,5.56068,5,0.1,0,1,0,4.5,0,1,1,1,0,0,45,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,1,0,0,0,1,0.368,6.16121,4,0.055,0,1,0,4.5,0,1,1,1,0,0,33,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,0,0,0,0.368,6.16121,2,0.055,0,0,1,4.5,0,1,1,0,0,0,53,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2,0,0,0,1,0,0.23,6.63068,1,0.035,0,1,0,4.5,1,1,0,0,0,0,37,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3,0,0,0,1,1,0.5,5.04986,1,0.167,1,0,1,4.5,0,1,1,0,0,1,43,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3,0,0,0,1,1,0.5,5.33754,0,0.125,0,0,1,4.5,0,1,1,1,0,0,32,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5,0,0,1,0,0,0.5,5.1358,0,0.154,0,0,0,4.5,1,1,0,1,0,1,37,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4,0,1,0,0,0,0.5,5.11199,0,0.158,0,0,0,4.5,1,0,1,1,1,1,26,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
14,0,0,0,1,0,0.5,5.46806,2,0.11,1,0,0,4.5,1,1,0,0,0,0,43,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3,0,1,0,0,0,0.5,5.64897,2,0.092,1,0,0,4.5,1,1,0,0,0,0,27,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
17,1,0,0,0,0,0.5,5.24175,1,0.138,0,0,1,4.5,1,1,0,1,1,0,28,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.5,5.1358,4,0.153,0,0,1,4.5,0,0,0,0,0,0,22,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,1,0,0,0.5,5.46806,0,0.11,0,0,0,4.5,0,1,1,0,0,1,21,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3,0,0,1,0,0,0.5,4.95583,4,0.184,0,1,0,4.5,1,1,0,1,1,1,28,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,1,0,0,0,0,0.5,4.64439,0,0.251,0,0,0,4.5,0,1,1,1,1,1,24,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,0,1,0,0,0,0.5,5.0814,5,0.162,0,0,1,4.5,0,1,1,1,1,1,26,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5,0,0,1,0,0,0.5,4.55388,0,0.276,0,0,0,4.5,1,0,1,1,0,1,58,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3,0,0,1,0,0,0.5,5.42495,0,0.125,1,0,1,3.2,0,0,0,0,0,0,36,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0.489,6.05444,3,0.067,1,0,0,3.2,1,1,0,1,1,0,46,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,0,1,1,0.393,6.27288,10,0.054,0,0,1,3.2,1,1,0,1,0,0,53,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,0,0,1,0,1,0.489,6.05444,0,0.067,1,0,1,3.2,1,1,0,0,0,0,42,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,1,0,0,0,1,0.489,6.05444,2,0.067,1,0,0,3.2,0,1,1,0,0,0,26,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0.5,5.57973,0,0.107,0,0,1,3.2,0,0,0,0,0,0,24,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0.5,6.00881,13,0.07,0,0,1,3.2,0,1,1,1,0,0,44,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,1,0,0,0,1,0.5,5.54908,24,0.111,0,0,0,3.2,1,0,1,0,0,0,54,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,1,0,0,0,1,0.5,5.77455,6,0.088,0,0,1,3.2,1,1,0,1,0,0,34,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,0,1,1,0.5,5.33754,1,0.136,1,0,0,3.2,1,0,1,1,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0.5,5.57973,0,0.107,0,1,0,3.2,1,1,0,1,0,0,41,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0.5,5.93754,4,0.075,0,0,0,3.2,1,1,0,1,1,0,31,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,0.4,6.25575,4,0.055,1,0,1,3.2,1,1,0,1,1,0,34,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0.5,5.06259,0,0.18,1,0,1,3.2,1,1,0,1,0,1,41,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0.44,6.16121,1,0.06,0,0,0,3.2,1,0,1,0,0,0,40,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,0,0,0,1,1,0.22,6.8533,12,0.03,0,1,0,3.2,1,1,0,0,0,0,46,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,0,1,1,0.5,5.42495,2,0.125,1,0,1,3.2,0,1,1,1,0,0,27,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,0,0,1,0,1,0.379,6.3081,0,0.052,0,0,0,3.2,1,0,1,0,0,0,26,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0.5,5.46806,13,0.12,1,0,0,3.2,1,1,0,0,0,0,45,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,1,0,0,0,1,0.5,4.89035,7,0.2,0,0,1,3.2,0,1,1,1,0,0,40,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,1,1,0.5,5.93754,18,0.075,0,0,0,3.2,1,0,0,0,0,0,58,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11,0,0,0,1,1,0.5,5.93754,6,0.075,0,0,1,3.2,1,1,0,1,1,0,29,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12,0,0,0,1,1,0.5,4.96981,2,0.197,0,0,0,3.2,1,0,1,0,0,0,57,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,0,0,0,1,0,0.306,6.52503,1,0.042,1,0,1,3.2,1,1,0,1,0,1,53,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
